2023-09-01 23:20,"13300
"
2023-09-02 00:31,"13300
"
2023-09-02 01:41,"13300
"
2023-09-02 02:52,"13300
"
2023-09-02 04:02,"13300
"
2023-09-02 05:12,"13300
"
2023-09-02 06:21,"11000
"
2023-09-02 07:30,"11000
"
2023-09-02 08:40,"11000
"
2023-09-02 09:50,"13300
"
2023-09-02 11:01,"13300
"
2023-09-02 12:11,"13300
"
2023-09-02 13:22,"13300
"
2023-09-02 14:33,"13300
"
2023-09-02 15:45,"13300
"
2023-09-02 16:57,"13300
"
2023-09-02 18:08,"13300
"
2023-09-02 19:21,"13300
"
2023-09-02 20:33,"13300
"
2023-09-02 21:46,"13300
"
2023-09-02 22:58,"13300
"
2023-09-03 00:11,"13300
"
2023-09-03 01:23,"13300
"
